txn_id,date,amount,category,region,payment_method,status,description,vendor_id
TXN-005095,2023-03-16,5350.06,Marketing,LATAM,credit_card,completed,meal travel license service meal,V0043
TXN-013522,2023-07-17,165.2,Operations,EU-South,ach,completed,travel meal equipment subscription,V0246
TXN-038527,2024-07-15,252.98,Legal,LATAM,credit_card,completed,travel travel license,V0316
TXN-001931,2023-01-29,116.81,Operations,US-West,crypto,completed,equipment license renewal purchase,V0400
TXN-013877,2023-07-22,15012.34,Travel,LATAM,check,completed,purchase license meal,V0352
TXN-041822,2024-09-02,1261.75,Food & Bev,LATAM,check,completed,renewal service equipment,V0208
TXN-024488,2023-12-23,123.16,Marketing,US-West,wire,completed,travel license travel equipment purchase license,V0169
TXN-042241,2024-09-09,105.6,Marketing,EU-South,credit_card,completed,equipment service meal,V0462
TXN-009026,2023-05-13,858.35,Legal,EU-North,wire,completed,renewal subscription renewal license travel travel,V0458
TXN-036879,2024-06-20,6613.04,Travel,US-East,crypto,completed,equipment subscription travel renewal purchase renewal,V0089
TXN-040675,2024-08-17,294.77,Travel,US-West,ach,completed,purchase service,V0096
TXN-047803,2024-11-29,128.07,Training,APAC,ach,completed,subscription meal license meal,V0424
TXN-001690,2023-01-26,256.58,Training,APAC,credit_card,completed,service travel license license travel renewal,V0464
TXN-022883,2023-11-30,2628.65,Payroll,APAC,wire,completed,purchase license renewal,V0122
TXN-001445,2023-01-22,51.77,Marketing,EU-South,check,completed,subscription license subscription subscription renewal purchase,V0033
TXN-014603,2023-08-01,427.87,Payroll,APAC,credit_card,completed,subscription meal,V0253
TXN-041336,2024-08-26,297.2,Payroll,US-East,check,completed,subscription equipment meal subscription,V0117
TXN-048670,2024-12-12,978.48,Operations,LATAM,wire,completed,travel renewal equipment purchase,V0341
TXN-018288,2023-09-24,150.22,Payroll,US-East,wire,completed,renewal meal license meal equipment meal,V0124
TXN-003594,2023-02-22,694.52,Operations,APAC,ach,completed,subscription license purchase subscription service,V0277
TXN-007743,2023-04-25,37.14,Training,APAC,credit_card,completed,travel license equipment travel service,V0490
TXN-042117,2024-09-07,103.94,Food & Bev,EU-North,ach,completed,meal license subscription equipment,V0410
TXN-042988,2024-09-20,107.97,Travel,US-East,credit_card,completed,travel purchase license,V0420
TXN-001298,2023-01-20,147.09,Technology,EU-South,check,pending,equipment travel meal,V0161
TXN-007257,2023-04-17,1004.81,Food & Bev,US-West,crypto,completed,travel renewal service service service,V0443
TXN-026777,2024-01-26,1991.41,Training,LATAM,check,completed,service license equipment travel renewal,V0329
TXN-010125,2023-05-30,1603.71,Marketing,EU-North,wire,pending,travel meal service meal license renewal,V0179
TXN-037051,2024-06-23,384.83,Payroll,EU-North,wire,completed,purchase service,V0263
TXN-010752,2023-06-08,276.08,Training,APAC,crypto,refunded,meal purchase subscription,V0086
TXN-020752,2023-10-30,571.22,Marketing,US-West,credit_card,completed,subscription subscription license subscription,V0269
TXN-018854,2023-10-02,404.16,Marketing,EU-South,ach,completed,renewal travel subscription license subscription subscription,V0179
TXN-039159,2024-07-25,5004.61,Food & Bev,EU-South,crypto,completed,travel equipment purchase,V0221
TXN-026610,2024-01-23,57.4,Legal,LATAM,wire,completed,meal license subscription,V0460
TXN-002132,2023-02-01,279.98,Training,APAC,ach,pending,renewal purchase purchase travel license,V0096
TXN-042397,2024-09-11,190.47,Operations,LATAM,wire,completed,renewal purchase purchase travel purchase purchase,V0042
TXN-031832,2024-04-08,635.96,Technology,US-East,wire,completed,license equipment license equipment renewal purchase,V0367
TXN-003675,2023-02-23,66.66,Training,EU-North,check,completed,equipment subscription service,V0436
TXN-034957,2024-05-23,252.96,Travel,LATAM,ach,completed,subscription meal,V0163
TXN-034700,2024-05-20,3192.3,Legal,LATAM,wire,completed,subscription renewal travel service subscription meal,V0413
TXN-036665,2024-06-17,129.34,Travel,US-West,crypto,completed,renewal purchase service service renewal license,V0295
TXN-039544,2024-07-31,10.39,Travel,APAC,wire,pending,equipment license equipment equipment,V0302
TXN-016460,2023-08-29,-237.04,Marketing,LATAM,ach,completed,travel equipment travel license renewal purchase,V0429
TXN-027241,2024-02-01,27.53,Marketing,US-East,credit_card,completed,subscription travel service,V0410
TXN-038217,2024-07-10,945.01,Technology,LATAM,wire,pending,purchase meal purchase service travel,V0047
TXN-048937,2024-12-16,1349.23,Operations,APAC,credit_card,pending,travel license travel equipment,V0178
TXN-005110,2023-03-16,68.27,Food & Bev,EU-South,ach,completed,license renewal license equipment license,V0104
TXN-027441,2024-02-04,30.36,Training,APAC,crypto,completed,meal meal renewal purchase subscription equipment,V0480
TXN-044207,2024-10-07,16.12,Technology,EU-South,check,completed,equipment meal travel renewal purchase subscription,V0375
TXN-047179,2024-11-20,248.71,Training,EU-North,crypto,completed,service travel travel renewal,V0040
TXN-032233,2024-04-14,269.61,Marketing,US-West,wire,completed,meal renewal,V0093
TXN-046628,2024-11-12,169.88,Marketing,APAC,credit_card,completed,subscription subscription equipment meal purchase,V0437
TXN-006228,2023-04-02,339.81,Legal,APAC,wire,completed,travel service license license,V0406
TXN-042160,2024-09-08,419.55,Legal,APAC,wire,completed,purchase service license,V0247
TXN-026396,2024-01-20,188.41,Operations,US-West,check,completed,meal equipment purchase renewal license,V0167
TXN-048858,2024-12-15,3103.67,Marketing,LATAM,credit_card,completed,renewal subscription service equipment service subscription,V0482
TXN-043690,2024-09-30,668.57,Travel,LATAM,credit_card,pending,travel license renewal,V0105
TXN-035280,2024-05-28,133.37,Operations,EU-South,credit_card,completed,subscription meal,V0266
TXN-009061,2023-05-14,4033.15,Legal,US-West,credit_card,completed,service service purchase,V0021
TXN-002415,2023-02-05,1105.79,Operations,APAC,credit_card,completed,meal meal license meal,V0305
TXN-028134,2024-02-14,283.53,Training,EU-South,credit_card,completed,license meal service,V0345
TXN-000688,2023-01-10,118.93,Legal,US-East,crypto,completed,renewal equipment travel subscription equipment equipment,V0230
TXN-035302,2024-05-29,494.52,Legal,APAC,wire,completed,renewal subscription meal service license service,V0142
TXN-004534,2023-03-07,3782.03,Food & Bev,LATAM,wire,refunded,purchase subscription subscription license travel,V0115
TXN-012677,2023-07-05,5973.1,Marketing,LATAM,credit_card,completed,renewal renewal travel meal subscription,V0034
TXN-048338,2024-12-07,380.91,Marketing,US-West,wire,completed,equipment equipment,V0229
TXN-004439,2023-03-06,10060.82,Food & Bev,EU-North,check,completed,service meal meal service,V0263
TXN-018354,2023-09-25,519.16,Food & Bev,US-East,crypto,completed,subscription equipment license purchase renewal travel,V0202
TXN-019866,2023-10-17,1388.84,Operations,APAC,credit_card,completed,license license renewal renewal service license,V0292
TXN-008215,2023-05-01,2489.42,Legal,LATAM,check,completed,license meal travel service,V0331
TXN-022689,2023-11-27,223.89,Travel,EU-North,wire,completed,equipment meal purchase license travel,V0214
TXN-006412,2023-04-05,164.71,Technology,EU-South,wire,completed,license meal subscription license,V0081
TXN-019196,2023-10-07,155.71,Legal,US-East,credit_card,completed,equipment meal meal travel,V0430
TXN-012193,2023-06-28,128.99,Marketing,EU-North,crypto,completed,renewal equipment license travel subscription,V0312
TXN-028128,2024-02-14,31.78,Marketing,APAC,credit_card,pending,purchase purchase equipment purchase service,V0267
TXN-003137,2023-02-15,6351.32,Legal,EU-North,crypto,pending,equipment travel renewal,V0199
TXN-014036,2023-07-24,35.14,Food & Bev,US-West,wire,completed,service travel,V0191
TXN-026892,2024-01-27,1326.97,Operations,LATAM,check,completed,renewal service purchase purchase subscription service,V0066
TXN-046780,2024-11-14,-283.32,Marketing,US-East,check,completed,purchase subscription meal meal travel,V0467
TXN-030913,2024-03-26,80.32,Food & Bev,EU-South,crypto,completed,license renewal renewal service,V0231
TXN-005948,2023-03-29,629.67,Food & Bev,EU-North,wire,completed,purchase renewal travel subscription travel license,V0126
TXN-021480,2023-11-09,668.86,Legal,APAC,ach,completed,equipment service meal meal license,V0387
TXN-032030,2024-04-11,148.61,Legal,EU-North,wire,completed,purchase equipment,V0300
TXN-023786,2023-12-13,1207.68,Technology,US-East,ach,refunded,license purchase subscription,V0487
TXN-008327,2023-05-03,2585.92,Marketing,EU-North,ach,completed,service license meal renewal,V0393
TXN-020775,2023-10-30,435.94,Food & Bev,LATAM,check,completed,meal equipment meal,V0095
TXN-031282,2024-04-01,2047.71,Training,LATAM,ach,completed,subscription subscription meal,V0104
TXN-003798,2023-02-25,107.67,Travel,US-East,wire,completed,subscription renewal meal meal,V0426
TXN-034381,2024-05-15,745.68,Technology,LATAM,ach,completed,meal subscription purchase service,V0386
TXN-004552,2023-03-08,992.18,Training,US-East,check,completed,renewal renewal service,V0361
TXN-036629,2024-06-17,766.96,Legal,EU-North,ach,completed,,V0082
TXN-001772,2023-01-27,91.68,Training,EU-North,ach,completed,subscription equipment travel equipment,V0135
TXN-021559,2023-11-10,7111.32,Marketing,US-West,ach,completed,purchase service license purchase,V0168
TXN-044629,2024-10-14,442.83,Operations,EU-South,ach,completed,renewal service subscription purchase,V0305
TXN-048038,2024-12-03,1011.55,Travel,EU-South,check,completed,subscription travel purchase,V0080
TXN-027191,2024-02-01,545.75,Marketing,US-West,check,completed,service renewal renewal purchase service purchase,V0106
TXN-033175,2024-04-28,1030.13,Travel,EU-North,crypto,completed,equipment purchase travel,V0007
TXN-014225,2023-07-27,503.96,Legal,US-West,crypto,completed,equipment renewal equipment,V0231
TXN-045913,2024-11-02,1258.39,Training,US-East,credit_card,completed,service meal purchase equipment travel travel,V0133
TXN-034894,2024-05-22,125.61,Technology,LATAM,ach,completed,purchase license equipment service subscription,V0383
TXN-036106,2024-06-09,1073.1,Marketing,APAC,ach,completed,service service purchase subscription,V0186
TXN-017369,2023-09-11,148.41,Training,EU-North,wire,completed,license subscription travel,V0286
TXN-021172,2023-11-05,991.5,Training,US-East,crypto,completed,subscription subscription renewal service,V0334
TXN-034985,2024-05-24,1590.62,Technology,US-West,credit_card,completed,license subscription,V0486
TXN-010536,2023-06-04,1037.53,Legal,EU-North,credit_card,completed,renewal license travel subscription service,V0384
TXN-004554,2023-03-08,2107.16,Technology,LATAM,credit_card,completed,subscription travel purchase renewal,V0459
TXN-044183,2024-10-07,3156.6,Legal,EU-North,crypto,completed,purchase service subscription equipment meal,V0359
TXN-012343,2023-06-30,76.76,Payroll,US-East,ach,completed,renewal purchase,V0074
TXN-040761,2024-08-18,638.97,Training,LATAM,crypto,completed,equipment renewal,V0048
TXN-044968,2024-10-19,179.33,Training,LATAM,crypto,completed,license license equipment subscription,V0365
TXN-029828,2024-03-11,783.28,Legal,APAC,check,completed,travel meal service license equipment purchase,V0195
TXN-012393,2023-07-01,374.07,Training,US-East,check,completed,purchase renewal renewal license,V0083
TXN-009586,2023-05-22,66.34,Payroll,APAC,credit_card,completed,equipment subscription service subscription subscription,V0226
TXN-019834,2023-10-17,51.75,Marketing,LATAM,credit_card,completed,equipment service renewal equipment purchase license,V0389
TXN-022875,2023-11-29,60.79,Marketing,APAC,crypto,pending,subscription service,V0318
TXN-009130,2023-05-15,320.54,Technology,US-West,wire,completed,equipment equipment renewal license subscription subscription,V0403
TXN-034835,2024-05-21,752.7,Food & Bev,US-West,crypto,completed,subscription service purchase subscription travel,V0023
TXN-044186,2024-10-07,31.63,Operations,US-West,crypto,completed,meal equipment equipment,V0454
TXN-021448,2023-11-08,657.23,Payroll,LATAM,ach,completed,renewal equipment license service,V0211
TXN-032491,2024-04-18,174.04,Food & Bev,EU-South,credit_card,completed,renewal equipment renewal subscription meal,V0002
TXN-007148,2023-04-16,100.88,Operations,US-West,wire,pending,service subscription equipment license,V0195
TXN-024058,2023-12-16,474.12,Technology,APAC,crypto,refunded,renewal license equipment meal travel renewal,V0272
TXN-042612,2024-09-14,166.75,Payroll,EU-North,ach,pending,equipment subscription purchase service,V0443
TXN-022047,2023-11-18,719.48,Operations,US-East,check,pending,purchase service,V0014
TXN-044939,2024-10-18,1107.9,Food & Bev,EU-North,credit_card,completed,license equipment renewal equipment travel purchase,V0111
TXN-047609,2024-11-26,522.09,Payroll,LATAM,ach,completed,travel service purchase,V0194
TXN-047132,2024-11-19,1346.57,Technology,EU-South,crypto,completed,renewal service purchase subscription renewal service,V0243
TXN-036482,2024-06-15,420.43,Marketing,LATAM,credit_card,completed,license travel service equipment license,V0137
TXN-037413,2024-06-28,56.68,Travel,US-East,ach,completed,,V0295
TXN-009012,2023-05-13,465.29,Technology,EU-North,ach,completed,renewal license license license service,V0081
TXN-019947,2023-10-18,82.51,Food & Bev,US-West,crypto,completed,purchase purchase,V0237
TXN-019255,2023-10-08,40.14,Technology,EU-North,credit_card,completed,meal subscription purchase purchase travel,V0352
TXN-032155,2024-04-13,728.09,Food & Bev,LATAM,wire,completed,meal travel,V0279
TXN-036190,2024-06-10,106.8,Training,EU-South,ach,completed,meal license equipment renewal,V0319
TXN-010919,2023-06-10,1475.46,Payroll,EU-South,check,completed,license equipment,V0343
TXN-031817,2024-04-08,787.69,Food & Bev,EU-South,credit_card,completed,subscription equipment renewal,V0431
TXN-033598,2024-05-04,167.74,Food & Bev,APAC,crypto,completed,service travel purchase renewal service,V0277
TXN-024125,2023-12-17,711.96,Operations,LATAM,wire,completed,service meal renewal service,V0217
TXN-010230,2023-05-31,719.92,Technology,EU-South,check,completed,meal subscription,V0039
TXN-009340,2023-05-18,52.47,Training,EU-North,wire,completed,subscription service travel meal,V0254
TXN-046770,2024-11-14,1164.1,Operations,US-East,wire,completed,purchase license equipment equipment equipment equipment,V0096
TXN-049497,2024-12-24,47.96,Operations,EU-South,crypto,completed,renewal license,V0296
TXN-013938,2023-07-23,71.64,Food & Bev,APAC,credit_card,completed,subscription equipment,V0184
TXN-013116,2023-07-11,2077.25,Food & Bev,APAC,credit_card,pending,license license travel license,V0190
TXN-015750,2023-08-19,416.62,Technology,LATAM,credit_card,completed,purchase license meal,V0181
TXN-007228,2023-04-17,1867.44,Travel,EU-South,credit_card,completed,purchase renewal license equipment subscription service,V0402
TXN-033389,2024-05-01,2285.74,Marketing,US-West,credit_card,completed,subscription subscription travel,V0487
TXN-011277,2023-06-15,102.34,Operations,LATAM,wire,completed,subscription license equipment service license equipment,V0332
TXN-033438,2024-05-02,1501.5,Marketing,APAC,wire,completed,subscription purchase travel license,V0351
TXN-015792,2023-08-19,152.93,Operations,US-East,ach,completed,purchase subscription,V0408
TXN-039270,2024-07-26,931.23,Training,EU-North,credit_card,refunded,equipment subscription,V0090
TXN-041153,2024-08-24,58418.79,Operations,EU-North,crypto,completed,license meal travel service service purchase,V0026
TXN-004521,2023-03-07,1907.78,Technology,US-West,wire,completed,subscription meal equipment equipment,V0039
TXN-034428,2024-05-16,826.69,Operations,EU-North,check,pending,subscription purchase meal service,V0077
TXN-006742,2023-04-10,4421.89,Travel,EU-South,wire,completed,meal travel,V0362
TXN-002992,2023-02-13,66.52,Operations,US-West,ach,completed,purchase meal license equipment,V0006
TXN-001910,2023-01-29,42.78,Food & Bev,LATAM,wire,completed,travel renewal subscription,V0086
TXN-047744,2024-11-28,190.32,Food & Bev,US-East,crypto,completed,meal renewal renewal equipment purchase license,V0333
TXN-023310,2023-12-06,135.98,Food & Bev,LATAM,ach,pending,equipment subscription,V0030
TXN-031271,2024-03-31,121.78,Training,EU-South,wire,completed,equipment travel renewal renewal,V0064
TXN-018984,2023-10-04,181.73,Legal,US-East,ach,completed,service service,V0166
TXN-001244,2023-01-19,1175.06,Travel,APAC,check,completed,subscription purchase equipment equipment renewal travel,V0100
TXN-018406,2023-09-25,1185.51,Travel,EU-South,check,completed,equipment meal service subscription meal meal,V0307
TXN-011100,2023-06-13,82.89,Payroll,EU-North,check,completed,service meal subscription subscription,V0209
TXN-031027,2024-03-28,354.28,Payroll,LATAM,wire,completed,equipment purchase travel subscription travel travel,V0326
TXN-020470,2023-10-26,270.32,Technology,US-West,crypto,completed,subscription service subscription,V0331
TXN-023318,2023-12-06,108.78,Food & Bev,APAC,crypto,completed,service equipment renewal equipment,V0212
TXN-038034,2024-07-07,22.81,Operations,US-West,crypto,completed,travel travel travel,V0312
TXN-015291,2023-08-12,775.99,Training,LATAM,wire,completed,subscription travel,V0023
TXN-044981,2024-10-19,301.75,Operations,EU-North,check,completed,service subscription service,V0305
TXN-036011,2024-06-08,478.4,Operations,EU-South,check,completed,subscription travel travel subscription travel,V0260
TXN-025662,2024-01-08,724.77,Payroll,US-West,ach,completed,equipment license,V0499
TXN-027475,2024-02-05,692.25,Travel,LATAM,check,completed,service purchase renewal license subscription,V0193
TXN-037859,2024-07-05,184.22,Marketing,EU-North,ach,completed,subscription purchase renewal purchase,V0205
TXN-020327,2023-10-24,114.89,Marketing,EU-North,ach,completed,travel purchase meal license equipment,V0231
TXN-019750,2023-10-16,590.25,Food & Bev,US-West,check,pending,service meal renewal travel equipment meal,V0055
TXN-022285,2023-11-21,119.78,Training,EU-North,credit_card,completed,travel service meal renewal,V0347
TXN-001263,2023-01-19,65.44,Food & Bev,US-West,credit_card,completed,license purchase service license purchase,V0039
TXN-006792,2023-04-11,124.05,Training,APAC,wire,completed,equipment purchase meal,V0387
TXN-019270,2023-10-08,16.85,Travel,APAC,wire,completed,renewal purchase travel,V0385
TXN-020152,2023-10-21,65.4,Payroll,LATAM,credit_card,completed,renewal purchase meal service purchase purchase,V0369
TXN-034614,2024-05-18,645.0,Marketing,US-West,check,completed,service travel travel travel,V0107
TXN-047863,2024-11-30,139.41,Food & Bev,EU-South,check,completed,meal license,V0110
TXN-040432,2024-08-13,563.82,Food & Bev,US-West,check,completed,equipment purchase meal travel renewal,V0160
TXN-037539,2024-06-30,272.46,Payroll,APAC,credit_card,completed,meal subscription renewal equipment renewal equipment,V0261
TXN-047511,2024-11-25,606.52,Training,US-West,crypto,refunded,purchase travel purchase,V0303
TXN-037424,2024-06-28,444.58,Payroll,LATAM,credit_card,completed,renewal license equipment meal service service,V0422
TXN-030348,2024-03-18,631.51,Marketing,US-East,check,completed,renewal meal equipment subscription,V0300
TXN-044081,2024-10-05,135.09,Training,EU-North,credit_card,completed,subscription renewal purchase,V0255
TXN-049070,2024-12-18,635.53,Marketing,APAC,wire,pending,travel travel,V0167
TXN-017860,2023-09-18,1010.78,Travel,US-East,check,completed,equipment subscription meal,V0275
TXN-035474,2024-05-31,558.37,Travel,US-East,crypto,completed,meal equipment travel,V0485
TXN-018547,2023-09-27,293.19,Technology,LATAM,check,completed,renewal purchase purchase travel,V0187
TXN-033412,2024-05-02,104.23,Operations,EU-North,crypto,completed,travel service travel,V0464
TXN-025416,2024-01-05,256.09,Payroll,APAC,ach,completed,renewal equipment license,V0275
TXN-043490,2024-09-27,468.95,Legal,US-West,ach,completed,license purchase meal,V0163
TXN-035053,2024-05-25,26.23,Food & Bev,US-West,check,completed,purchase license equipment purchase purchase meal,V0288
TXN-045909,2024-11-02,122.71,Training,EU-North,credit_card,completed,meal purchase,V0460
TXN-029505,2024-03-06,950.73,Marketing,US-East,crypto,pending,purchase equipment renewal subscription,V0272
TXN-004218,2023-03-03,1687.83,Technology,EU-South,check,pending,license meal service subscription subscription equipment,V0452
TXN-026063,2024-01-15,151.32,Payroll,LATAM,wire,completed,service equipment renewal purchase service renewal,V0003
TXN-048048,2024-12-03,837.65,Technology,EU-North,ach,completed,travel equipment subscription renewal meal,V0111
TXN-024530,2023-12-24,64.18,Operations,US-West,credit_card,completed,service renewal travel travel,V0099
TXN-011426,2023-06-17,124.32,Operations,US-West,credit_card,pending,,V0189
TXN-039516,2024-07-30,824.98,Technology,EU-North,wire,completed,subscription purchase meal equipment service equipment,V0048
TXN-049797,2024-12-28,87.32,Payroll,EU-North,crypto,completed,license travel,V0133
TXN-041637,2024-08-30,60.45,Payroll,EU-South,credit_card,refunded,equipment purchase purchase service purchase subscription,V0004
TXN-001332,2023-01-20,29.65,Marketing,APAC,ach,completed,meal travel meal renewal renewal equipment,V0456
TXN-003227,2023-02-17,110.13,Payroll,APAC,wire,completed,travel license meal travel purchase,V0342
TXN-017491,2023-09-13,880.0,Food & Bev,APAC,ach,completed,meal equipment renewal service,V0140
TXN-027810,2024-02-10,6924.4,Travel,LATAM,crypto,pending,service equipment,V0479
TXN-008534,2023-05-05,4175.47,Payroll,LATAM,credit_card,completed,travel travel meal service purchase,V0374
TXN-027882,2024-02-11,583.93,Food & Bev,APAC,ach,completed,meal meal license meal license license,V0449
TXN-014538,2023-08-01,171.39,Payroll,LATAM,wire,refunded,meal license equipment,V0315
TXN-024780,2023-12-27,547.29,Marketing,US-East,check,completed,license subscription service,V0275
TXN-012569,2023-07-03,2221.45,Payroll,EU-South,credit_card,completed,service purchase travel purchase travel equipment,V0424
TXN-000715,2023-01-11,61.38,Technology,EU-South,ach,completed,service service subscription travel license license,V0284
TXN-012053,2023-06-26,2072.04,Marketing,EU-North,wire,completed,service meal equipment travel,V0108
TXN-042396,2024-09-11,1867.11,Payroll,US-West,check,completed,equipment meal purchase subscription purchase license,V0142
TXN-043239,2024-09-23,287.0,Food & Bev,LATAM,ach,completed,subscription meal service renewal,V0397
TXN-044946,2024-10-18,-4925.31,Food & Bev,US-East,ach,completed,purchase meal meal equipment meal,V0373
TXN-039937,2024-08-06,116.44,Operations,EU-South,wire,completed,subscription renewal subscription renewal,V0076
TXN-001600,2023-01-24,45.84,Operations,EU-South,ach,pending,equipment meal,V0052
TXN-030847,2024-03-25,26.93,Legal,US-West,credit_card,completed,renewal service renewal,V0264
TXN-023217,2023-12-05,74.59,Legal,EU-South,crypto,completed,subscription travel subscription service subscription purchase,V0150
TXN-043161,2024-09-22,3719.04,Technology,EU-South,check,completed,travel purchase purchase subscription purchase,V0398
TXN-029676,2024-03-08,409.18,Training,US-West,wire,completed,service license meal service purchase renewal,V0376
TXN-007115,2023-04-15,146.16,Technology,US-East,check,completed,service service meal license license,V0076
TXN-044638,2024-10-14,617.09,Legal,APAC,check,completed,license meal meal license service subscription,V0255
TXN-044991,2024-10-19,864.9,Marketing,LATAM,ach,completed,service equipment equipment travel license equipment,V0065
TXN-036074,2024-06-09,959.43,Food & Bev,EU-North,credit_card,completed,travel renewal renewal meal meal,V0053
TXN-037587,2024-07-01,128.48,Food & Bev,EU-South,ach,completed,meal license renewal travel license,V0178
TXN-013221,2023-07-13,76.58,Payroll,APAC,credit_card,completed,purchase license travel service meal subscription,V0281
TXN-016456,2023-08-29,850.82,Operations,US-West,ach,completed,license meal meal subscription,V0410
TXN-015497,2023-08-15,479.74,Legal,LATAM,crypto,completed,subscription meal subscription travel,V0481
TXN-001338,2023-01-21,90.54,Training,APAC,ach,completed,equipment travel meal license travel,V0443
TXN-011624,2023-06-20,71.09,Training,LATAM,crypto,completed,purchase renewal,V0354
TXN-019190,2023-10-07,519.49,Training,LATAM,crypto,completed,meal service renewal,V0156
TXN-043782,2024-10-01,563.08,Technology,US-West,check,completed,subscription subscription license meal,V0301
TXN-035256,2024-05-28,1030.87,Technology,US-West,wire,completed,subscription service,V0135
TXN-049072,2024-12-18,1592.51,Legal,US-West,credit_card,completed,purchase equipment purchase subscription equipment subscription,V0082
TXN-005484,2023-03-22,80.77,Legal,EU-South,ach,completed,travel meal purchase,V0005
TXN-036685,2024-06-18,37.69,Payroll,APAC,credit_card,completed,service service travel,V0181
TXN-029824,2024-03-11,110.09,Marketing,EU-South,wire,completed,subscription equipment service travel,V0397
TXN-040244,2024-08-11,13787.4,Marketing,EU-North,wire,completed,renewal renewal,V0496
TXN-043295,2024-09-24,1395.41,Operations,EU-South,credit_card,completed,license purchase purchase purchase renewal,V0134
TXN-003495,2023-02-21,-2973.68,Payroll,EU-North,crypto,completed,purchase equipment purchase renewal,V0119
TXN-004951,2023-03-14,152.44,Marketing,EU-North,wire,completed,equipment subscription,V0045
TXN-030014,2024-03-14,7.96,Food & Bev,US-West,credit_card,completed,license subscription,V0085
TXN-043182,2024-09-22,274.76,Training,EU-North,wire,completed,purchase license purchase service subscription,V0196
TXN-012918,2023-07-08,367.9,Legal,US-West,credit_card,pending,service service renewal service renewal travel,V0130
TXN-039381,2024-07-28,362.46,Travel,EU-South,ach,pending,subscription equipment meal,V0231
TXN-002362,2023-02-04,102.63,Payroll,EU-North,credit_card,completed,,V0254
TXN-029975,2024-03-13,604.15,Operations,US-West,check,completed,equipment license,V0384
TXN-045953,2024-11-02,974.84,Legal,LATAM,credit_card,completed,travel purchase subscription subscription subscription,V0182
TXN-006835,2023-04-11,285.34,Payroll,EU-North,wire,completed,license service service equipment purchase license,V0389
TXN-049507,2024-12-24,10073.03,Marketing,APAC,check,completed,subscription service service meal,V0441
TXN-040528,2024-08-15,219.14,Travel,EU-South,crypto,completed,meal travel renewal,V0064
TXN-024144,2023-12-18,196.16,Training,EU-North,credit_card,refunded,license meal equipment equipment meal,V0287
TXN-021632,2023-11-11,494.87,Payroll,LATAM,crypto,completed,purchase purchase equipment,V0267
TXN-022772,2023-11-28,7818.26,Travel,EU-South,check,pending,renewal renewal travel,V0068
TXN-009765,2023-05-25,113.14,Training,EU-North,crypto,completed,service purchase renewal,V0108
TXN-046286,2024-11-07,99.55,Technology,EU-South,crypto,completed,subscription meal service equipment,V0491
TXN-046486,2024-11-10,249.71,Food & Bev,APAC,wire,completed,subscription purchase,V0298
TXN-018468,2023-09-26,187.54,Operations,APAC,crypto,completed,renewal travel license renewal,V0002
TXN-042954,2024-09-19,1217.44,Training,APAC,credit_card,completed,subscription equipment license subscription meal,V0168
TXN-002103,2023-01-31,360.11,Operations,APAC,crypto,refunded,subscription renewal,V0229
TXN-043908,2024-10-03,1003.71,Operations,EU-North,check,completed,meal equipment purchase service,V0442
TXN-024657,2023-12-25,74.75,Marketing,US-East,credit_card,completed,equipment travel meal service purchase service,V0092
TXN-039574,2024-07-31,25.37,Technology,US-West,wire,refunded,travel license equipment,V0214
TXN-010631,2023-06-06,1210.46,Legal,APAC,check,completed,meal subscription renewal travel,V0268
TXN-023332,2023-12-06,967.06,Travel,APAC,credit_card,completed,service travel purchase,V0098
TXN-005815,2023-03-27,248.46,Technology,LATAM,crypto,refunded,equipment renewal,V0291
TXN-049079,2024-12-18,88.94,Technology,US-West,check,completed,,V0038
TXN-014055,2023-07-24,362.81,Travel,US-West,check,completed,equipment renewal equipment,V0001
TXN-047351,2024-11-22,54.52,Marketing,EU-North,crypto,completed,equipment service,V0394
TXN-010770,2023-06-08,427.93,Technology,US-East,ach,completed,equipment equipment,V0181
TXN-028947,2024-02-26,116.47,Legal,EU-South,wire,completed,travel meal,V0406
TXN-047952,2024-12-02,-36.29,Travel,US-East,wire,completed,meal purchase purchase license service license,V0435
TXN-013999,2023-07-24,12260.32,Travel,LATAM,wire,completed,service purchase meal,V0254
TXN-039848,2024-08-05,867.01,Operations,EU-North,credit_card,pending,service purchase purchase,V0171
TXN-027267,2024-02-02,1754.25,Marketing,APAC,ach,completed,meal service,V0190
TXN-019640,2023-10-14,6.83,Technology,EU-North,check,completed,renewal purchase subscription equipment service,V0027
TXN-045769,2024-10-31,484.96,Marketing,APAC,wire,completed,equipment service travel renewal renewal,V0280
TXN-047993,2024-12-02,11761.11,Payroll,EU-North,crypto,pending,purchase purchase purchase subscription subscription purchase,V0277
TXN-013022,2023-07-10,350.53,Marketing,US-West,wire,completed,subscription renewal travel meal renewal,V0334
TXN-019381,2023-10-10,-731.48,Training,APAC,crypto,completed,subscription travel travel,V0428
TXN-024128,2023-12-17,395.05,Legal,US-East,credit_card,completed,service meal travel service,V0499
TXN-026523,2024-01-22,73.66,Marketing,US-East,ach,completed,meal equipment renewal subscription meal renewal,V0452
TXN-008832,2023-05-10,189.44,Training,EU-South,wire,completed,renewal service license travel subscription,V0036
TXN-045467,2024-10-26,179.09,Legal,US-East,crypto,completed,license equipment meal travel,V0186
TXN-032223,2024-04-14,2418.27,Legal,EU-North,check,completed,license license meal,V0420
